,nombre_artista,nombre_canción,año_lanzamiento,género_musical,tipo
4115,Francesco Lolli,Love For Closing - We Are Dead Ends Remix,2023,techno,track
4116,Various Artists,Driving Mad,2023,techno,track
4117,Various Artists,Tuff - Original Mix,2023,techno,track
4118,Various Artists,Wild Life - Disco Mix,2023,techno,track
4119,Various Artists,Mental Awareness,2023,techno,track
4120,Outblast,Running and Running Again (Reprise),2023,techno,track
4121,Progression (UK),Keep Digging,2023,techno,track
4122,Photonz,The Sun and the Moon - Cigarra Remix,2023,techno,track
4123,Various Artists,Save Me,2023,techno,track
4124,Various Artists,X,2023,techno,track
4125,Pepsin,HEARTLESS,2023,techno,track
4126,Tawa Girl,La glotte - Gregor Size remix,2023,techno,track
4127,Various Artists,Let Me In,2023,techno,track
4128,Duck Sandoval,Destiny,2023,techno,track
4129,Stroka,Tempo,2023,techno,track
4130,Carara,Clear Ambiguity,2023,techno,track
4131,Various Artists,Rhythm Motion,2023,techno,track
4132,Lee Holman,Sonic Borders - Original Mix,2023,techno,track
4133,Various Artists,To an End - Kaiserdisco Remix,2023,techno,track
4134,Dkult,Emulação - DKult Redub,2023,techno,track
4135,Various Artists,Acid Dream - Original Mix,2023,techno,track
4136,The Criminal Minds,Ruffneck Dancer - Remastered,2023,techno,track
4137,Various Artists,Jingle Bells - Techno Remix,2023,techno,track
4138,Various Artists,Synthese - Unam Zetineb Remix,2023,techno,track
4139,Will You,Binocular Vision - Mixed,2023,techno,track
4140,Carlos Perón,Doktor Mabuse ist zurück,2023,techno,track
4141,Various Artists,Triton,2023,techno,track
4142,SUBSET,Wave1 - Ekstendia Rmx,2023,techno,track
4143,Lee Holman,XX 14 B2,2023,techno,track
4144,Various Artists,Snare Maschine - Original Mix,2023,techno,track
4145,TECHNO N TEQUILLA,TURN ALL THE LIGHTS ON (TECHNO SLOWED + REVERB),2023,techno,track
4146,Various Artists,Brow,2023,techno,track
4147,Morttagua,Kondras,2023,techno,track
4148,Repart,Dagda - Martyn Päsch Remix,2023,techno,track
4149,Entel,Dream Seeker - Extended Mix,2023,techno,track
4150,Nervasystem,Zones,2023,trance,track
4151,Dan J. Schulte,Glass Walls,2023,trance,track
4152,Bynomic,Cumulus - Mixed,2023,trance,track
4153,Levitate,Quetzal - Extended Mix,2023,trance,track
4154,Madloch,Hybreath - Rocio Portillo Remix,2023,trance,track
4155,Various Artists,How Can I Get You - Radio Edit,2023,trance,track
4156,Various Artists,Yesterday,2023,trance,track
4157,Various Artists,Current Condition - Original Mix,2023,trance,track
4158,Various Artists,All Nighter,2023,trance,track
4159,Various Artists,The Business,2023,trance,track
4160,Global Cee,Alive - Cee Mix,2023,trance,track
4161,Andrew Rayel,Luna(FYH363) - Michael Fearon Remix,2023,trance,track
4162,Trinodia,Melodrama,2023,trance,track
4163,Monojoke,Here for You - EANP Remix,2023,trance,track
4164,Alberto Blanco,Fernweh - Tuxedo Remix,2023,trance,track
4165,EL-Jay,Zen - Wiz Ras Remix,2023,trance,track
4166,Various Artists,Party Season - Mainstage Mix,2023,trance,track
4167,Maze 28,The Answer - Flurald Remix,2023,trance,track
4168,Various Artists,Asante - Andrés Moris Remix,2023,trance,track
4169,Various Artists,The Motto,2023,trance,track
4170,Various Artists,Angle Ascendancy,2023,trance,track
4171,Kroman,Ask Me To Stay (ESRD21),2023,trance,track
4172,PLAY RECORDS,This Is A Fiesta,2023,trance,track
4173,Various Artists,Hot In It (feat. Charli XCX),2023,trance,track
4174,Another Life Music,Moonfall - Mixed,2023,trance,track
4175,Sam Laxton,Innocence - Mixed,2023,trance,track
4176,Dj T.H.,Catcher In The Rye - DJ Dean & Jam Da Bass Extended Mix,2023,trance,track
4177,Meis,The Monster I've Become - One Punch Remix,2023,trance,track
4178,Phil Reynolds,Leave It Behind - Nevika Remix,2023,trance,track
4179,Various Artists,Live Without You,2023,trance,track
4180,Bigtopo,Out Of Space - Extended Mix,2023,trance,track
4181,Nuestro,Abandoned,2023,trance,track
4182,Various Artists,The Motto,2023,trance,track
4183,Various Artists,Euphoria - Pierre Pienaar Extended Remix,2023,trance,track
4184,Kroman,Revolutionary (ESRD22),2023,trance,track
4185,Various Artists,Binaural,2023,trance,track
4186,Ric Niels,Orion - rAin Remix,2023,trance,track
4187,Global Cee,"Love, Dream & Energy - Spheric Radio Mix",2023,trance,track
4188,D.J. MacIntyre,Divine Madness - Mixed,2023,trance,track
4189,Various Artists,All Nighter,2023,trance,track
4190,Ori Uplift,Just For Once In Life - Ori Uplift Radio Edit,2023,trance,track
4191,Rodman.,Better - (Mixed),2023,trance,track
4192,Dankann,Gods Rising - Dankann Extended Mix,2023,trance,track
4193,Various Artists,Our Tears - Extended Mix,2023,trance,track
4194,Johnny M,33rd - Mixed,2023,trance,track
4195,Various Artists,Famous First Words,2023,trance,track
4196,Z8phyR,Chasing the Sound - Remix,2023,trance,track
4197,Various Artists,I'll Be Here for Now - Extended Mix,2023,trance,track
4198,Various Artists,Unfold - James Kerwin Remix,2023,trance,track
4199,Various Artists,I Feel Love,2023,trance,track
4200,Enric Madriguera,Come To The Mardi Gras,2023,pop,track
4201,Carl Jularbo,Fyrvaktarvalsen,2023,pop,track
4202,Various Artists,After Last Night,2023,pop,track
4203,Prateek Gandhi,Mashhoor Banegi (Acoustic),2023,pop,track
4204,Dilip Chauhan,Kai Dela Pagal Devra,2023,pop,track
4205,Various Artists,All Nighter,2023,pop,track
4206,Suresh Wadkar,Rahiman Ve Nar Mar Chuke,2023,pop,track
4207,Sricharan Mohanty,Kalijuga Kala Mastara - ODIA SONG,2023,pop,track
4208,Various Artists,Bois Lie,2023,pop,track
4209,KOH,Not to be Okay (feat. JUNK-P),2023,pop,track
4210,Sahin Chanchal Mewati,Rang Birangi Naar,2023,pop,track
4211,Zinti Panging,Ngoke Ayang,2023,pop,track
4212,Maxter Warjri and The Band,Kamkai,2023,pop,track
4213,Karishma Kakkar,Surat Ke Naukariya,2023,pop,track
4214,Tufan Derince,Populer Grani,2023,pop,track
4215,Indra Dhavsi,Sugna Ubi Daagliye,2023,pop,track
4216,Wassi Wanted Mewati,Pahat Dil Pe Charohe,2023,pop,track
4217,Pawan Singh,Mathe Pe Daura Uthake Chali,2023,pop,track
4218,Ajru Singer Mewati,Ajru Singer SR 4949,2023,pop,track
4219,Anokha Ji,Tor Aam Me Charo Dhaam Ge Chhaudi,2023,pop,track
4220,Jignesh Barot,Tara Lagan No Dhol Vage Se,2023,pop,track
4221,Various Artists,Space Invaders,2023,pop,track
4222,Various Artists,Hasti Rahe Tu,2023,pop,track
4223,Rommy,Een kleine jongen,2023,pop,track
4224,Bullet Raja,Hai Aam Hamar Chaampi Piya,2023,pop,track
4225,Afghani Geet Mala,Pa Sro Shondo De Or Pore Ka,2023,pop,track
4226,Various Artists,So Sick,2023,pop,track
4227,Ravindra Jain,Aali Mhane Laage Vrindavan Niko,2023,pop,track
4228,Farzin,Шабхои Бедори,2023,pop,track
4229,Sumina Singh,Pahad Chade,2023,pop,track
4230,Durga Jasraj,Nai Sadak Par Ghuman Chala,2023,pop,track
4231,Hrishikesh Ranade,Say,2023,pop,track
4232,Sunil Soni,Savrengi Tahi Bhaye Wo,2023,pop,track
4233,Various Artists,Mariye Amalamanohari,2023,pop,track
4234,Priti sachin tompe,Gormatir tu shan lagechi,2023,pop,track
4235,Nooran Lal,Ishqa Ve,2023,pop,track
4236,Sangeeta Mali,Banna Dekhi Thori Gadiyo,2023,pop,track
4237,Nainnath Rawal,Teri Yaad Aichh Chana - Uttrakhandi,2023,pop,track
4238,Biswajeet Sarkar,GARU BAGALI 2,2023,pop,track
4239,Sagar Janaradan,"Jiv Jhurtaya (feat. Vishal Rathod, Priyanka Jadhav)",2023,pop,track
4240,Various Artists,Brisa,2023,pop,track
4241,Various Artists,Let It Snow! Let It Snow! Let It Snow!,2023,pop,track
4242,Mahesh Vanzara,Ramva Javu Konudo Meli Jav Gam,2023,pop,track
4243,Ajay Chandisar,Aape Aai Mari Mata,2023,pop,track
4244,Covil,Os Aliado,2023,pop,track
4245,Rajiv Das,Kajar Lagai Debo Ge,2023,pop,track
4246,Geeta Goswami,Chade Hai Kesariya Jon,2023,pop,track
4247,Various Artists,Mahuri,2023,pop,track
4248,Zubeen Garg,Mousumi,2023,pop,track
4249,Harshavardhan Wavare,Tuzya Manacha Sugava,2023,pop,track
4250,Various Artists,Ella Dice... - Live In Buenos Aires / 2016,2023,rock,track
4251,Various Artists,I Want to Know What Love Is,2023,rock,track
4252,Crudo Pimento,Tomorrow is a Monster,2023,rock,track
4253,Sons de Saturno,Castelos de Areia,2023,rock,track
4254,Pierre Vervloesem,The Asthma Game,2023,rock,track
4255,Various Artists,Me Again,2023,rock,track
4256,Laibach,"The City of Agartha, Pt. 2",2023,rock,track
4257,Various Artists,Ring Out Solstice Bells - 2003 Remaster,2023,rock,track
4258,Various Artists,Driving Home for Christmas - 2019 Remaster,2023,rock,track
4259,Billy Fury,Jealousy,2023,rock,track
4260,Dalí,Creer,2023,rock,track
4261,Various Artists,Christmas Saves the Year,2023,rock,track
4262,Various Artists,Autumn,2023,rock,track
4263,Various Artists,El Baile De Los Que Sobran,2023,rock,track
4264,Four Vegas,Don't,2023,rock,track
4265,Various Artists,Pájaros,2023,rock,track
4266,Various Artists,I'm Coming Out,2023,rock,track
4267,Various Artists,Surprise! You're Dead!,2023,rock,track
4268,Various Artists,Vidala Para Mi Sombra,2023,rock,track
4269,Luan Bates,Jana - Live,2023,rock,track
4270,Various Artists,Go Your Own Way - 2018 Remaster,2023,rock,track
4271,Various Artists,Christmas in America,2023,rock,track
4272,Various Artists,I'll Never Fall in Love Again,2023,rock,track
4273,Various Artists,White Christmas,2023,rock,track
4274,Various Artists,One Week,2023,rock,track
4275,Various Artists,Blue Christmas,2023,rock,track
4276,Various Artists,Zombie,2023,rock,track
4277,Swimmer One,Regional (Instrumental),2023,rock,track
4278,Various Artists,Riptide,2023,rock,track
4279,Various Artists,Halloween Parade,2023,rock,track
4280,Various Artists,Peligro,2023,rock,track
4281,Vels.,มนตรา,2023,rock,track
4282,Various Artists,Many of Horror,2023,rock,track
4283,Gate Flowers,ALL IN - Instrumental,2023,rock,track
4284,Various Artists,Drinkaby,2023,rock,track
4285,Various Artists,Diez Mil Maneras,2023,rock,track
4286,Sick Instrumental,1N + Splz,2023,rock,track
4287,Various Artists,Break On Through (To the Other Side),2023,rock,track
4288,Various Artists,Tentando A La Suerte,2023,rock,track
4289,Various Artists,A Little Bit of Love,2023,rock,track
4290,Various Artists,Csöngess be jó barát,2023,rock,track
4291,Various Artists,Destino Certo,2023,rock,track
4292,Various Artists,Happy Xmas (War Is Over),2023,rock,track
4293,Dave Dagomsa,Falling Leaves,2023,rock,track
4294,Various Artists,The Wheels On The Bus,2023,rock,track
4295,Various Artists,I Wish It Could Be Christmas Everyday - 2006 Remaster,2023,rock,track
4296,"The Odd Man Who Sings About Poop, Puke and Pee",The Dragen Poop Song,2023,rock,track
4297,Various Artists,溜冰滾族,2023,rock,track
4298,Various Artists,Poli / Love - En Vivo,2023,rock,track
4299,Various Artists,Perfecta,2023,rock,track
4300,Various Artists,Amazonas Santiago - Riccicomoto Para Dub,2023,techno,track
4301,Various Artists,Instructions - Who Dis Remix,2023,techno,track
4302,Various Artists,Escondido,2023,techno,track
4303,Various Artists,Basalt,2023,techno,track
4304,Various Artists,Slippin Jimmy,2023,techno,track
4305,DJ Wank,Kaizen,2023,techno,track
4306,Martyn Hare,Panzatron - Dahryl Remix,2023,techno,track
4307,Various Artists,Awake - Spule Remix,2023,techno,track
4308,Norberto Lusso,10049,2023,techno,track
4309,HYPERAVE,WTF THËY ON - HYPERTECHNO,2023,techno,track
4310,Maxime Dangles,Mauvais Rêve,2023,techno,track
4311,Rohar,Obsolete Gear,2023,techno,track
4312,Various Artists,Lost and Found,2023,techno,track
4313,Carara,Difference Between Grey And Shadow,2023,techno,track
4314,Corrugated Tunnel,Minus Touch,2023,techno,track
4315,Various Artists,Fearless,2023,techno,track
4316,STL,Eat This,2023,techno,track
4317,SMTHN,residue,2023,techno,track
4318,Various Artists,Home Again - Dub Version,2023,techno,track
4319,Duck Sandoval,Oscuro Canibal,2023,techno,track
4320,Alhek,Take Seven,2023,techno,track
4321,HYPERAVE,SHOW ME HOW - HYPERTECHNO (SPED UP),2023,techno,track
4322,Various Artists,Retrofuture,2023,techno,track
4323,Mr. Dello,Saura,2023,techno,track
4324,John Plaza,Chucao Escondido - Original Mix,2023,techno,track
4325,Various Artists,X - Homma Honganji Remix,2023,techno,track
4326,Various Artists,Bugz,2023,techno,track
4327,Outblast,My Guy,2023,techno,track
4328,Danilenko,Contemplation - Anton Bosenko Remix,2023,techno,track
4329,Ariet,Prayer - ASH Remix 2,2023,techno,track
4330,Various Artists,Turn It Up - Zero Dayz Remix,2023,techno,track
4331,Outblast,Long Hair Woman (Reprise),2023,techno,track
4332,Morttagua,Amor - TouchTalk Remix,2023,techno,track
4333,Outblast,Big Prize (Reprise Extended),2023,techno,track
4334,Marco Piangiamore,Sabotage,2023,techno,track
4335,Outblast,That Man Is Evil,2023,techno,track
4336,Various Artists,The Eye,2023,techno,track
4337,Daniel Blotox,Kenyszerleszallas - Roentgen Limiter Remix,2023,techno,track
4338,|NMLS|,Deity Of Chaos,2023,techno,track
4339,Various Artists,Mind,2023,techno,track
4340,Various Artists,Party Life,2023,techno,track
4341,HYPERAVE,POPULAR - HYPERTECHNO (SPED UP),2023,techno,track
4342,Various Artists,Control,2023,techno,track
4343,John Plaza,Notelba - Original Mix,2023,techno,track
4344,Soren Aalberg,Consilium,2023,techno,track
4345,Various Artists,Shape of Light - Original Mix,2023,techno,track
4346,Suokas,Aeleon,2023,techno,track
4347,Adri FC,Raw Tour - Original Mix,2023,techno,track
4348,Various Artists,Ghost Rider,2023,techno,track
4349,Martinelli,When I Trigger,2023,techno,track
4350,Various Artists,Shakti,2023,trance,track
4351,Various Artists,Hollow Earth,2023,trance,track
4352,Various Artists,Bangin' - Vandall's Hard Mix,2023,trance,track
4353,Eat Static,Elephant Man,2023,trance,track
4354,Various Artists,The Power Of Memories,2023,trance,track
4355,Emadj,You Rock My World,2023,trance,track
4356,Various Artists,How Can I Get You - Extended Mix,2023,trance,track
4357,Various Artists,Breathing (Airwave) - Alchimyst Remix,2023,trance,track
4358,Various Artists,White House - Trance Mix,2023,trance,track
4359,Various Artists,Good Old Days - Cosmaks Remix,2023,trance,track
4360,Various Artists,Ritual,2023,trance,track
4361,GEHØR,Valley of the Moon - Mixed,2023,trance,track
4362,Various Artists,Free Your Mind,2023,trance,track
4363,Various Artists,Invincible - Tommy Pulse's Perspective Mix,2023,trance,track
4364,Various Artists,Hot In It (feat. Charli XCX),2023,trance,track
4365,Various Artists,Don't Be Shy,2023,trance,track
4366,Various Artists,Restless,2023,trance,track
4367,Various Artists,Dorado,2023,trance,track
4368,Various Artists,Euphoria - Sigma Pr Remix,2023,trance,track
4369,Various Artists,Computers Take Over The World - Extended Mix,2023,trance,track
4370,Various Artists,The Motto,2023,trance,track
4371,Various Artists,It's What We Love,2023,trance,track
4372,Various Artists,Full Of Stars,2023,trance,track
4373,Axel Terblanche,Urban Vanilla - Sundrej Zohar Remix,2023,trance,track
4374,DoctorSpook,Cosmic Design - Vocal Mix,2023,trance,track
4375,Ori Uplift,Dawn - Sunyella Remix,2023,trance,track
4376,Ovnimoon,Aural Bird,2023,trance,track
4377,Various Artists,Sequence,2023,trance,track
4378,Various Artists,Untold,2023,trance,track
4379,Various Artists,Dagger (Future Horizons 417),2023,trance,track
4380,Various Artists,The Motto,2023,trance,track
4381,Various Artists,Bitcoin,2023,trance,track
4382,Various Artists,Black Heart - Extended Mix,2023,trance,track
4383,J.P. Velardi,Returnal - Mixed,2023,trance,track
4384,Various Artists,Evoke - Extended Mix,2023,trance,track
4385,Various Artists,Zokete - Omega Drive 'Make Some Noise' Remix,2023,trance,track
4386,myni8hte,Sojourn Inside (Ipeiqi Remix) - Mixed,2023,trance,track
4387,Various Artists,Alba Avis - Extended Mix,2023,trance,track
4388,Adip Kiyoi,Hope & Faith (Mixed),2023,trance,track
4389,Various Artists,Kundalini - Original Mix,2023,trance,track
4390,Various Artists,Sun In Sand - Hypaethrame Remix,2023,trance,track
4391,Various Artists,Arab Taxi - Daniel Sbert Remix,2023,trance,track
4392,Mikas,Alliance - Original Mix,2023,trance,track
4393,Various Artists,Vision - Extended Mix,2023,trance,track
4394,tranzLift,Levitate - Album Mix,2023,trance,track
4395,Planet Fuse,Hope - Phatness Edit,2023,trance,track
4396,Niceshot,Transpolar,2023,trance,track
4397,Various Artists,Whole,2023,trance,track
4398,Various Artists,"Ready - TEKNO, DJ T.H. Remix",2023,trance,track
4399,Jordy Eley,U Got Me,2023,trance,track
4400,Various Artists,Do You Want to Dance,2023,pop,track
4401,Various Artists,Casualidad,2023,pop,track
4402,Prabha Raj,Dhodi Me Gad Dehab Kila - Khortha,2023,pop,track
4403,Various Artists,Santa Claus Is Coming to Town,2023,pop,track
4404,Raees Baacha,Zama Laila Yuma,2023,pop,track
4405,Various Artists,Breathe,2023,pop,track
4406,Namita Agrawal,Srimad Bhagabata Sastha Skanda Adhaya 6,2023,pop,track
4407,Zubeen Garg,ZUBEENOR BIHU,2023,pop,track
4408,Various Artists,Under the Bridge,2023,pop,track
4409,Lacuna,Power Lines,2023,pop,track
4410,Various Artists,Locura,2023,pop,track
4411,Durga Jasraj,Nai Sadak Par Ghuman Chala,2023,pop,track
4412,Various Artists,You Are My Christmas,2023,pop,track
4413,Andrew Kishore,Ek Noyone,2023,pop,track
4414,Asad Nizam,Kahide Thare I Love You,2023,pop,track
4415,Gitashree Ramchiary,Dub Dub,2023,pop,track
4416,Various Artists,Drinkin',2023,pop,track
4417,Stephan Tudu,Jaan Se Jada,2023,pop,track
4418,Various Artists,Sadoi Boron,2023,pop,track
4419,Various Artists,She Loves Jesus,2023,pop,track
4420,Various Artists,Archetype,2023,pop,track
4421,山止川行,蓝鲸 - Live版,2023,pop,track
4422,Pankaj,Tor Khilal E Gaal Re Hai,2023,pop,track
4423,Various Artists,tears in the club (feat. The Weeknd),2023,pop,track
4424,Various Artists,Más De Lo Que Aposté,2023,pop,track
4425,Various Artists,After Last Night,2023,pop,track
4426,LK,Speedin - Remix,2023,pop,track
4427,Various Artists,Invincible,2023,pop,track
4428,Guillermo Buitrago,Santo Tomás,2023,pop,track
4429,Various Artists,La Resentida,2023,pop,track
4430,Deepak Chongad,Avli Savli Nache Dongari Tu,2023,pop,track
4431,Rohit Thakor,Bhathiji Bhadakakaro,2023,pop,track
4432,Original Fijian,Au Mai Rawai,2023,pop,track
4433,Various Artists,Tu nombre,2023,pop,track
4434,Kalpana Patowary,"Jagmag Jare Diyanwa Na Ho (From ""Chhath Karab"")",2023,pop,track
4435,Neel Akash,Lajuki Lajuki,2023,pop,track
4436,Attaullah Khan,Tmhari Yaad Aati Hai,2023,pop,track
4437,Zubeen Garg,Akou Notun Pravat Hobo,2023,pop,track
4438,Jalal Khan,Aao Meri Sakhiyan Mangal Gao,2023,pop,track
4439,Ashu Twinkle,Gun Pakdi,2023,pop,track
4440,Nazia Iqbal,Sta Khomare Starge,2023,pop,track
4441,Various Artists,All Nighter,2023,pop,track
4442,Marisol,Dos estrellas - Remastered,2023,pop,track
4443,Various Artists,Bitch Bad,2023,pop,track
4444,Various Artists,Contigo Siempre,2023,pop,track
4445,Afghani Geet Mala,Ase Na Che Marwar She Lamana,2023,pop,track
4446,Various Artists,YOU & I,2023,pop,track
4447,Various Artists,Story of My Life,2023,pop,track
4448,Orlando Pops Orchestra,"Lament (From ""Evita"")",2023,pop,track
4449,Shivani Singh,Bhojan Se Wajan Badhe,2023,pop,track
4450,Purpla,Berita Hari Ini,2023,rock,track
